negatives
"frozenset({'Q13155', 'AndrogenReceptor', 'P46940'})"
"frozenset({'Q9NRR5', 'AndrogenReceptor', 'Q5JPE7'})"
"frozenset({'P53350', 'Q96EP1', 'AndrogenReceptor'})"
"frozenset({'Q03112', 'P45983', 'AndrogenReceptor'})"
"frozenset({'Q9BXL7', 'Q13098', 'AndrogenReceptor'})"
"frozenset({'P32121', 'AndrogenReceptor', 'Q16875'})"
"frozenset({'P11441', 'AndrogenReceptor', 'P61026'})"
"frozenset({'Q6VAB6', 'AndrogenReceptor', 'Q9Y605'})"
"frozenset({'P38484', 'P01579', 'AndrogenReceptor'})"
"frozenset({'P05067', 'AndrogenReceptor', 'Q8NFW8'})"
"frozenset({'Q96MY7', 'AndrogenReceptor', 'Q86X02'})"
"frozenset({'P05067', 'Q96G25', 'AndrogenReceptor'})"
"frozenset({'P62714', 'AndrogenReceptor', 'O95267'})"
"frozenset({'P51668', 'AndrogenReceptor', 'Q70CQ2'})"
"frozenset({'O95980', 'Q8WW24', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P12830', 'P42356'})"
"frozenset({'Q99459', 'O14497', 'AndrogenReceptor'})"
"frozenset({'O75147', 'Q14573', 'AndrogenReceptor'})"
"frozenset({'P31751', 'P46527', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P56178', 'Q12948'})"
"frozenset({'AndrogenReceptor', 'Q52LW3', 'P17081'})"
"frozenset({'AndrogenReceptor', 'Q92890', 'P24386'})"
"frozenset({'Q96QA5', 'O94986', 'AndrogenReceptor'})"
"frozenset({'P54709', 'Q9Y5Z0', 'AndrogenReceptor'})"
"frozenset({'Q92973', 'AndrogenReceptor', 'P68366'})"
"frozenset({'O95751', 'AndrogenReceptor', 'Q8WYA6'})"
"frozenset({'Q96PF1', 'AndrogenReceptor', 'P55040'})"
"frozenset({'P45983', 'Q13950', 'AndrogenReceptor'})"
"frozenset({'Q13618', 'AndrogenReceptor', 'Q9P035'})"
"frozenset({'Q9NQS1', 'Q07817', 'AndrogenReceptor'})"
"frozenset({'Q92731', 'Q15084', 'AndrogenReceptor'})"
"frozenset({'P05231', 'P24394', 'AndrogenReceptor'})"
"frozenset({'Q6PEW1', 'AndrogenReceptor', 'Q92793'})"
"frozenset({'P48059', 'O43639', 'AndrogenReceptor'})"
"frozenset({'P68371', 'AndrogenReceptor', 'Q9GZQ8'})"
"frozenset({'AndrogenReceptor', 'P06748', 'Q8TDN6'})"
"frozenset({'Q92896', 'P24941', 'AndrogenReceptor'})"
"frozenset({'P27348', 'AndrogenReceptor', 'P48729'})"
"frozenset({'O00311', 'Q8N7H5', 'AndrogenReceptor'})"
"frozenset({'Q96DD0', 'AndrogenReceptor', 'Q93096'})"
"frozenset({'Q9Y3D7', 'AndrogenReceptor', 'Q96DA6'})"
"frozenset({'Q9H9B4', 'AndrogenReceptor', 'Q9H061'})"
"frozenset({'Q15797', 'O75925', 'AndrogenReceptor'})"
"frozenset({'Q13501', 'AndrogenReceptor', 'P50750'})"
"frozenset({'Q9BZ95', 'O75815', 'AndrogenReceptor'})"
"frozenset({'Q31612', 'AndrogenReceptor', 'P43627'})"
"frozenset({'Q96D31', 'AndrogenReceptor', 'Q96CS3'})"
"frozenset({'P60763', 'Q04206', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q09019', 'Q04917'})"
"frozenset({'Q96FW1', 'AndrogenReceptor', 'P35613'})"
"frozenset({'P28838', 'AndrogenReceptor', 'P26368'})"
"frozenset({'Q8WXH5', 'AndrogenReceptor', 'P08887'})"
"frozenset({'P62714', 'P27361', 'AndrogenReceptor'})"
"frozenset({'P49368', 'Q96EE3', 'AndrogenReceptor'})"
"frozenset({'Q9BXW9', 'AndrogenReceptor', 'P12004'})"
"frozenset({'O94972', 'AndrogenReceptor', 'Q969T4'})"
"frozenset({'Q8IVL6', 'Q6UX06', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'O75122', 'Q9HD26'})"
"frozenset({'P16144', 'AndrogenReceptor', 'O00329'})"
"frozenset({'P68402', 'AndrogenReceptor', 'Q96BK5'})"
"frozenset({'Q6W2J9', 'AndrogenReceptor', 'Q15274'})"
"frozenset({'P32121', 'P17812', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P26196', 'Q8WWM7'})"
"frozenset({'O95905', 'AndrogenReceptor', 'Q9Y265'})"
"frozenset({'P48147', 'AndrogenReceptor', 'P11940'})"
"frozenset({'Q01860', 'AndrogenReceptor', 'Q9Y678'})"
"frozenset({'AndrogenReceptor', 'P36575', 'P04632'})"
"frozenset({'Q13535', 'Q6KC79', 'AndrogenReceptor'})"
"frozenset({'P55039', 'AndrogenReceptor', 'Q96PN8'})"
"frozenset({'Q9Y2R2', 'P02549', 'AndrogenReceptor'})"
"frozenset({'Q6A162', 'Q9C0A6', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q9Y3A0', 'Q16540'})"
"frozenset({'P19876', 'P58012', 'AndrogenReceptor'})"
"frozenset({'Q15717', 'P79522', 'AndrogenReceptor'})"
"frozenset({'O95166', 'AndrogenReceptor', 'P50993'})"
"frozenset({'Q9UQC2', 'O14980', 'AndrogenReceptor'})"
"frozenset({'Q14683', 'P27694', 'AndrogenReceptor'})"
"frozenset({'O14980', 'AndrogenReceptor', 'Q8IU85'})"
"frozenset({'P17096', 'AndrogenReceptor', 'O75475'})"
"frozenset({'P27482', 'AndrogenReceptor', 'P22694'})"
"frozenset({'Q16659', 'P0DP25', 'AndrogenReceptor'})"
"frozenset({'P02751', 'P40227', 'AndrogenReceptor'})"
"frozenset({'Q99683', 'AndrogenReceptor', 'P43686'})"
"frozenset({'Q8TAI1', 'P60410', 'AndrogenReceptor'})"
"frozenset({'O15182', 'AndrogenReceptor', 'Q8N5S1'})"
"frozenset({'AndrogenReceptor', 'Q99613', 'P06748'})"
"frozenset({'P42345', 'Q9NQX3', 'AndrogenReceptor'})"
"frozenset({'Q9Y6I7', 'P61077', 'AndrogenReceptor'})"
"frozenset({'P24941', 'Q15813', 'AndrogenReceptor'})"
"frozenset({'P35232', 'P04626', 'AndrogenReceptor'})"
"frozenset({'P23443', 'AndrogenReceptor', 'P48426'})"
"frozenset({'AndrogenReceptor', 'Q9H2D1', 'Q86WR0'})"
"frozenset({'AndrogenReceptor', 'O94967', 'P56279'})"
"frozenset({'Q9H078', 'Q8WYQ3', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q9Y5K6', 'Q9ULV8'})"
"frozenset({'P00558', 'P54277', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P63211', 'P08908'})"
"frozenset({'O75414', 'AndrogenReceptor', 'O95900'})"
"frozenset({'O43776', 'AndrogenReceptor', 'Q13617'})"
"frozenset({'Q8N143', 'AndrogenReceptor', 'Q9UJV3'})"
"frozenset({'AndrogenReceptor', 'P55081', 'Q08117'})"
"frozenset({'Q8N3V7', 'AndrogenReceptor', 'P08754'})"
"frozenset({'Q04206', 'P09211', 'AndrogenReceptor'})"
"frozenset({'P62873', 'AndrogenReceptor', 'Q8NGC1'})"
"frozenset({'Q9BY77', 'Q9NYF8', 'AndrogenReceptor'})"
"frozenset({'P78406', 'AndrogenReceptor', 'Q6IQ23'})"
"frozenset({'O15372', 'P41091', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q08379', 'Q8N715'})"
"frozenset({'P46060', 'AndrogenReceptor', 'P30041'})"
"frozenset({'P0DP25', 'AndrogenReceptor', 'P11233'})"
"frozenset({'Q9BUN8', 'P24588', 'AndrogenReceptor'})"
"frozenset({'Q9NR46', 'AndrogenReceptor', 'P43355'})"
"frozenset({'Q9NPL8', 'AndrogenReceptor', 'Q9BQ95'})"
"frozenset({'AndrogenReceptor', 'Q9UJX3', 'Q12888'})"
"frozenset({'Q96EB6', 'AndrogenReceptor', 'P62807'})"
"frozenset({'Q504Q3', 'P04264', 'AndrogenReceptor'})"
"frozenset({'Q14160', 'A6NIM6', 'AndrogenReceptor'})"
"frozenset({'Q9NQW6', 'AndrogenReceptor', 'O00255'})"
"frozenset({'Q9Y2X8', 'AndrogenReceptor', 'O15344'})"
"frozenset({'P13612', 'P43243', 'AndrogenReceptor'})"
"frozenset({'P60369', 'P49761', 'AndrogenReceptor'})"
"frozenset({'Q9ULW3', 'AndrogenReceptor', 'O43172'})"
"frozenset({'AndrogenReceptor', 'P07948', 'P06493'})"
"frozenset({'Q8NDV7', 'AndrogenReceptor', 'Q9HCK5'})"
"frozenset({'AndrogenReceptor', 'O76011', 'Q12891'})"
"frozenset({'AndrogenReceptor', 'Q9HC38', 'P22234'})"
"frozenset({'AndrogenReceptor', 'Q8TBK6', 'Q8NC69'})"
"frozenset({'Q12874', 'O75400', 'AndrogenReceptor'})"
"frozenset({'Q8IWL3', 'AndrogenReceptor', 'Q9H0U6'})"
"frozenset({'Q99081', 'Q06455', 'AndrogenReceptor'})"
"frozenset({'P52272', 'P55795', 'AndrogenReceptor'})"
"frozenset({'P17900', 'Q14943', 'AndrogenReceptor'})"
"frozenset({'Q9BTP7', 'AndrogenReceptor', 'Q9NW38'})"
"frozenset({'P05112', 'P14316', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P42566', 'P08779'})"
"frozenset({'Q86V81', 'Q53F19', 'AndrogenReceptor'})"
"frozenset({'P25786', 'AndrogenReceptor', 'Q9UJV3'})"
"frozenset({'Q9P258', 'P52272', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q9H2U2', 'Q9Y5K6'})"
"frozenset({'O95365', 'AndrogenReceptor', 'P48431'})"
"frozenset({'O14744', 'P19338', 'AndrogenReceptor'})"
"frozenset({'Q504Q3', 'AndrogenReceptor', 'Q14588'})"
"frozenset({'P63000', 'Q5JSL3', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q9NRN7', 'Q8IUQ4'})"
"frozenset({'O95817', 'AndrogenReceptor', 'A8MQ03'})"
"frozenset({'O15534', 'Q9Y6I9', 'AndrogenReceptor'})"
"frozenset({'O95503', 'AndrogenReceptor', 'P35226'})"
"frozenset({'Q8NFH3', 'Q9NWT8', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q00534', 'Q9BY42'})"
"frozenset({'Q15717', 'Q8WW12', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P63104', 'O00257'})"
"frozenset({'Q9Y6J0', 'AndrogenReceptor', 'Q16566'})"
"frozenset({'O15504', 'Q03518', 'AndrogenReceptor'})"
"frozenset({'P05067', 'Q9BRK5', 'AndrogenReceptor'})"
"frozenset({'Q96RU7', 'Q0VD86', 'AndrogenReceptor'})"
"frozenset({'P19320', 'Q9BZX2', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P61513', 'P62851'})"
"frozenset({'AndrogenReceptor', 'P06748', 'P49327'})"
"frozenset({'Q9BZM1', 'P11172', 'AndrogenReceptor'})"
"frozenset({'Q16204', 'AndrogenReceptor', 'Q02833'})"
"frozenset({'Q9H492', 'Q8WWW0', 'AndrogenReceptor'})"
"frozenset({'Q15910', 'Q9UKM9', 'AndrogenReceptor'})"
"frozenset({'P63092', 'AndrogenReceptor', 'Q16602'})"
"frozenset({'P49798', 'AndrogenReceptor', 'P35606'})"
"frozenset({'Q8WW24', 'AndrogenReceptor', 'Q9H0C1'})"
"frozenset({'Q53GS9', 'AndrogenReceptor', 'P78362'})"
"frozenset({'Q9H9D4', 'AndrogenReceptor', 'P50479'})"
"frozenset({'AndrogenReceptor', 'Q96HA8', 'Q5TCM9'})"
"frozenset({'P45974', 'AndrogenReceptor', 'P04629'})"
"frozenset({'AndrogenReceptor', 'Q8IWL3', 'O00483'})"
"frozenset({'Q9NYV6', 'AndrogenReceptor', 'P63151'})"
"frozenset({'AndrogenReceptor', 'P05412', 'P68366'})"
"frozenset({'P46821', 'P60520', 'AndrogenReceptor'})"
"frozenset({'Q9UER7', 'O95251', 'AndrogenReceptor'})"
"frozenset({'Q09161', 'Q9ULK4', 'AndrogenReceptor'})"
"frozenset({'Q9BRR6', 'AndrogenReceptor', 'Q9NUT2'})"
"frozenset({'Q05516', 'AndrogenReceptor', 'P11802'})"
"frozenset({'Q9UJ04', 'AndrogenReceptor', 'Q8TD10'})"
"frozenset({'O43516', 'P68032', 'AndrogenReceptor'})"
"frozenset({'P26599', 'AndrogenReceptor', 'P46940'})"
"frozenset({'P33552', 'AndrogenReceptor', 'P62877'})"
"frozenset({'Q9Y2Z0', 'AndrogenReceptor', 'Q9HC29'})"
"frozenset({'Q9H0U3', 'AndrogenReceptor', 'Q9Y277'})"
"frozenset({'Q9Y333', 'AndrogenReceptor', 'Q92620'})"
"frozenset({'Q9Y3R0', 'AndrogenReceptor', 'Q86X55'})"
"frozenset({'Q03188', 'Q08830', 'AndrogenReceptor'})"
"frozenset({'P25101', 'P49407', 'AndrogenReceptor'})"
"frozenset({'Q5JST6', 'Q68D86', 'AndrogenReceptor'})"
"frozenset({'P04150', 'AndrogenReceptor', 'P04637'})"
"frozenset({'AndrogenReceptor', 'Q9H0F5', 'Q5T749'})"
"frozenset({'P61077', 'O95628', 'AndrogenReceptor'})"
"frozenset({'P0DMV8', 'AndrogenReceptor', 'Q7Z7A1'})"
"frozenset({'P14921', 'AndrogenReceptor', 'P15036'})"
"frozenset({'Q9NUQ3', 'AndrogenReceptor', 'Q9Y490'})"
"frozenset({'Q16288', 'P19174', 'AndrogenReceptor'})"
"frozenset({'Q8IYE0', 'AndrogenReceptor', 'P08727'})"
"frozenset({'Q15717', 'AndrogenReceptor', 'O15055'})"
"frozenset({'Q8NB46', 'AndrogenReceptor', 'Q9NRC8'})"
"frozenset({'Q9NVT9', 'AndrogenReceptor', 'Q12860'})"
"frozenset({'P00367', 'Q9H3S7', 'AndrogenReceptor'})"
"frozenset({'Q6ZW49', 'Q01860', 'AndrogenReceptor'})"
"frozenset({'P62263', 'Q00839', 'AndrogenReceptor'})"
"frozenset({'Q9ULW2', 'AndrogenReceptor', 'Q8N474'})"
"frozenset({'Q93086', 'AndrogenReceptor', 'Q96FH0'})"
"frozenset({'AndrogenReceptor', 'Q08828', 'P63211'})"
"frozenset({'Q07627', 'AndrogenReceptor', 'Q969G3'})"
"frozenset({'Q9NRI5', 'AndrogenReceptor', 'O95988'})"
"frozenset({'Q9BQS8', 'Q96LA8', 'AndrogenReceptor'})"
"frozenset({'Q5VWQ8', 'AndrogenReceptor', 'Q96ST2'})"
"frozenset({'AndrogenReceptor', 'O60733', 'Q9NZL9'})"
"frozenset({'Q04864', 'AndrogenReceptor', 'O15226'})"
"frozenset({'P30291', 'AndrogenReceptor', 'P06493'})"
"frozenset({'AndrogenReceptor', 'Q9BXJ8', 'O60512'})"
"frozenset({'Q53TS8', 'Q8N1B4', 'AndrogenReceptor'})"
"frozenset({'Q9BUJ2', 'Q9H4Z3', 'AndrogenReceptor'})"
"frozenset({'P49736', 'AndrogenReceptor', 'P05067'})"
"frozenset({'O95786', 'O94817', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P48357', 'P0DML3'})"
"frozenset({'Q15645', 'Q16773', 'AndrogenReceptor'})"
"frozenset({'P27635', 'AndrogenReceptor', 'P16401'})"
"frozenset({'Q9NV31', 'AndrogenReceptor', 'O00566'})"
"frozenset({'Q15628', 'Q7Z434', 'AndrogenReceptor'})"
"frozenset({'Q15323', 'Q96NU1', 'AndrogenReceptor'})"
"frozenset({'P01106', 'Q9H583', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q8TCU4', 'Q9HC77'})"
"frozenset({'Q15910', 'P16615', 'AndrogenReceptor'})"
"frozenset({'Q9UBP9', 'P05106', 'AndrogenReceptor'})"
"frozenset({'O75379', 'Q5QGZ9', 'AndrogenReceptor'})"
"frozenset({'P55212', 'Q14139', 'AndrogenReceptor'})"
"frozenset({'P62241', 'Q8TED0', 'AndrogenReceptor'})"
"frozenset({'Q13573', 'AndrogenReceptor', 'O15042'})"
"frozenset({'AndrogenReceptor', 'P78318', 'Q9UGI8'})"
"frozenset({'Q01844', 'AndrogenReceptor', 'P41162'})"
"frozenset({'Q15139', 'P12931', 'AndrogenReceptor'})"
"frozenset({'O15379', 'Q04206', 'AndrogenReceptor'})"
"frozenset({'P78352', 'P28335', 'AndrogenReceptor'})"
"frozenset({'P06756', 'A6NMZ7', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q15637', 'Q14151'})"
"frozenset({'Q9Y6H1', 'AndrogenReceptor', 'P78358'})"
"frozenset({'AndrogenReceptor', 'Q13233', 'P58107'})"
"frozenset({'P42345', 'Q14318', 'AndrogenReceptor'})"
"frozenset({'O75084', 'AndrogenReceptor', 'O14905'})"
"frozenset({'P78347', 'AndrogenReceptor', 'P16220'})"
"frozenset({'AndrogenReceptor', 'P35221', 'Q9NRC8'})"
"frozenset({'Q96AP7', 'AndrogenReceptor', 'O95500'})"
"frozenset({'P01106', 'AndrogenReceptor', 'Q9Y219'})"
"frozenset({'O95863', 'P26358', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'O15259', 'Q14315'})"
"frozenset({'O15146', 'AndrogenReceptor', 'O14640'})"
"frozenset({'O43763', 'AndrogenReceptor', 'Q04917'})"
"frozenset({'P08670', 'AndrogenReceptor', 'P01730'})"
"frozenset({'P0DMV8', 'Q86XR8', 'AndrogenReceptor'})"
"frozenset({'O00154', 'AndrogenReceptor', 'Q15365'})"
"frozenset({'AndrogenReceptor', 'Q9NR21', 'Q969G2'})"
"frozenset({'P11245', 'AndrogenReceptor', 'P19544'})"
"frozenset({'AndrogenReceptor', 'Q92922', 'Q9NVP1'})"
"frozenset({'Q504Q3', 'AndrogenReceptor', 'P14649'})"
"frozenset({'P23508', 'AndrogenReceptor', 'P51149'})"
"frozenset({'O00231', 'Q9Y4E8', 'AndrogenReceptor'})"
"frozenset({'Q9P015', 'Q86U38', 'AndrogenReceptor'})"
"frozenset({'P17542', 'AndrogenReceptor', 'P12980'})"
"frozenset({'P25786', 'AndrogenReceptor', 'P35998'})"
"frozenset({'Q13098', 'AndrogenReceptor', 'Q13572'})"
"frozenset({'P78527', 'Q96CW1', 'AndrogenReceptor'})"
"frozenset({'Q5QGZ9', 'AndrogenReceptor', 'Q9UN79'})"
"frozenset({'P51784', 'Q9BZS1', 'AndrogenReceptor'})"
"frozenset({'Q9H4L7', 'AndrogenReceptor', 'Q9Y230'})"
"frozenset({'P12109', 'AndrogenReceptor', 'O75578'})"
"frozenset({'AndrogenReceptor', 'P30480', 'Q9Y265'})"
"frozenset({'Q9Y3F4', 'AndrogenReceptor', 'A0AVT1'})"
"frozenset({'AndrogenReceptor', 'P28331', 'Q8IUX1'})"
"frozenset({'Q9UHK0', 'AndrogenReceptor', 'P43304'})"
"frozenset({'Q5TA82', 'AndrogenReceptor', 'Q8NFW5'})"
"frozenset({'Q7Z6J9', 'AndrogenReceptor', 'Q8NCE0'})"
"frozenset({'Q9BSV6', 'Q5T7N2', 'AndrogenReceptor'})"
"frozenset({'P05121', 'P04070', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q9NYF0', 'Q16512'})"
"frozenset({'AndrogenReceptor', 'Q5SZK8', 'Q92754'})"
"frozenset({'AndrogenReceptor', 'P01889', 'P52907'})"
"frozenset({'AndrogenReceptor', 'P12931', 'P05771'})"
"frozenset({'AndrogenReceptor', 'Q9Y5K5', 'P05089'})"
"frozenset({'P52815', 'AndrogenReceptor', 'P06748'})"
"frozenset({'P12270', 'AndrogenReceptor', 'P01112'})"
"frozenset({'Q16644', 'AndrogenReceptor', 'O43930'})"
"frozenset({'Q12904', 'AndrogenReceptor', 'Q86VU5'})"
"frozenset({'O14579', 'AndrogenReceptor', 'P04629'})"
"frozenset({'Q495Y8', 'Q15691', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P63146', 'O95218'})"
"frozenset({'AndrogenReceptor', 'Q92633', 'Q6Y1H2'})"
"frozenset({'Q5VVQ6', 'AndrogenReceptor', 'Q8TDH9'})"
"frozenset({'Q9H1K1', 'AndrogenReceptor', 'P29218'})"
"frozenset({'O75150', 'Q9UKY1', 'AndrogenReceptor'})"
"frozenset({'Q63HQ2', 'AndrogenReceptor', 'Q13617'})"
"frozenset({'P0C0S5', 'AndrogenReceptor', 'P58876'})"
"frozenset({'P08865', 'AndrogenReceptor', 'Q99801'})"
"frozenset({'O14497', 'AndrogenReceptor', 'Q92784'})"
"frozenset({'P48039', 'Q96T76', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P22694', 'O60412'})"
"frozenset({'P55072', 'AndrogenReceptor', 'O43852'})"
"frozenset({'AndrogenReceptor', 'P62879', 'Q9UQL6'})"
"frozenset({'Q13347', 'AndrogenReceptor', 'P62995'})"
"frozenset({'Q96CW5', 'AndrogenReceptor', 'Q7Z7A1'})"
"frozenset({'AndrogenReceptor', 'Q13616', 'P63173'})"
"frozenset({'AndrogenReceptor', 'P62487', 'Q9H204'})"
"frozenset({'P0DMV9', 'P02751', 'AndrogenReceptor'})"
"frozenset({'P09619', 'P04141', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P55854', 'P63172'})"
"frozenset({'P00533', 'AndrogenReceptor', 'Q99877'})"
"frozenset({'AndrogenReceptor', 'O15062', 'Q9UH65'})"
"frozenset({'P16234', 'AndrogenReceptor', 'Q96B97'})"
"frozenset({'Q92569', 'AndrogenReceptor', 'Q9H0B6'})"
"frozenset({'AndrogenReceptor', 'Q9H5X1', 'P11908'})"
"frozenset({'P55082', 'O00214', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'O00571', 'Q9UQ35'})"
"frozenset({'Q15717', 'AndrogenReceptor', 'A0AV96'})"
"frozenset({'Q13393', 'AndrogenReceptor', 'P17252'})"
"frozenset({'P51813', 'AndrogenReceptor', 'P42680'})"
"frozenset({'Q9HCE1', 'AndrogenReceptor', 'Q9Y2P8'})"
"frozenset({'AndrogenReceptor', 'P07910', 'Q92922'})"
"frozenset({'Q15758', 'Q13233', 'AndrogenReceptor'})"
"frozenset({'Q4VC12', 'AndrogenReceptor', 'Q9NSC5'})"
"frozenset({'P33992', 'Q9H0A0', 'AndrogenReceptor'})"
"frozenset({'P62888', 'AndrogenReceptor', 'P62993'})"
"frozenset({'O76061', 'AndrogenReceptor', 'P50750'})"
"frozenset({'Q08379', 'Q14194', 'AndrogenReceptor'})"
"frozenset({'Q96EY7', 'AndrogenReceptor', 'Q86VP6'})"
"frozenset({'P05423', 'Q8NCN4', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q15654', 'Q8TEM1'})"
"frozenset({'Q13547', 'AndrogenReceptor', 'Q9ULU4'})"
"frozenset({'P62875', 'AndrogenReceptor', 'P0C5Z0'})"
"frozenset({'Q99614', 'Q14166', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q9UK80', 'Q92560'})"
"frozenset({'Q16478', 'AndrogenReceptor', 'Q6UWE0'})"
"frozenset({'P31946', 'Q6P0Q8', 'AndrogenReceptor'})"
"frozenset({'P62263', 'AndrogenReceptor', 'Q96BK5'})"
"frozenset({'AndrogenReceptor', 'O75161', 'P31948'})"
"frozenset({'P62942', 'Q99728', 'AndrogenReceptor'})"
"frozenset({'P53680', 'AndrogenReceptor', 'Q9H0H5'})"
"frozenset({'O94966', 'P30519', 'AndrogenReceptor'})"
"frozenset({'Q01081', 'AndrogenReceptor', 'Q07955'})"
"frozenset({'Q03692', 'P62760', 'AndrogenReceptor'})"
"frozenset({'P08183', 'Q96P20', 'AndrogenReceptor'})"
"frozenset({'Q7LFX5', 'AndrogenReceptor', 'P14635'})"
"frozenset({'Q8N4Y2', 'Q96LW7', 'AndrogenReceptor'})"
"frozenset({'Q658P3', 'AndrogenReceptor', 'P80370'})"
"frozenset({'P62491', 'Q96QF0', 'AndrogenReceptor'})"
"frozenset({'Q5QJ74', 'AndrogenReceptor', 'P50222'})"
"frozenset({'Q02930', 'AndrogenReceptor', 'Q9BZL6'})"
"frozenset({'P07910', 'P26599', 'AndrogenReceptor'})"
"frozenset({'Q96IY1', 'AndrogenReceptor', 'Q13257'})"
"frozenset({'P27986', 'AndrogenReceptor', 'P37173'})"
"frozenset({'Q8N5Z5', 'P25786', 'AndrogenReceptor'})"
"frozenset({'P51681', 'AndrogenReceptor', 'O00459'})"
"frozenset({'Q5T4S7', 'AndrogenReceptor', 'P37275'})"
"frozenset({'P51693', 'AndrogenReceptor', 'O95704'})"
"frozenset({'Q96GM8', 'P09661', 'AndrogenReceptor'})"
"frozenset({'P27348', 'Q04837', 'AndrogenReceptor'})"
"frozenset({'P00966', 'P10619', 'AndrogenReceptor'})"
"frozenset({'Q8IYA8', 'AndrogenReceptor', 'Q14764'})"
"frozenset({'Q08426', 'P01106', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P00338', 'P06493'})"
"frozenset({'P38159', 'Q14011', 'AndrogenReceptor'})"
"frozenset({'P62136', 'AndrogenReceptor', 'Q92917'})"
"frozenset({'AndrogenReceptor', 'Q14654', 'P00338'})"
"frozenset({'Q13515', 'AndrogenReceptor', 'P18848'})"
"frozenset({'AndrogenReceptor', 'Q9NRC8', 'Q9NYH9'})"
"frozenset({'P0DMV8', 'P38919', 'AndrogenReceptor'})"
"frozenset({'P35626', 'AndrogenReceptor', 'Q8NH59'})"
"frozenset({'P51531', 'Q9BQE9', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'O15084', 'Q9NRC8'})"
"frozenset({'Q9BPW8', 'P49368', 'AndrogenReceptor'})"
"frozenset({'Q9UHX1', 'AndrogenReceptor', 'O95400'})"
"frozenset({'AndrogenReceptor', 'Q16514', 'Q99598'})"
"frozenset({'P51649', 'P11172', 'AndrogenReceptor'})"
"frozenset({'P18846', 'Q70SY1', 'AndrogenReceptor'})"
"frozenset({'Q15545', 'AndrogenReceptor', 'Q8WVC0'})"
"frozenset({'Q9Y4P1', 'AndrogenReceptor', 'Q13188'})"
"frozenset({'AndrogenReceptor', 'Q15345', 'Q15562'})"
"frozenset({'AndrogenReceptor', 'P49407', 'Q6IF63'})"
"frozenset({'AndrogenReceptor', 'Q9UHY8', 'Q3MII6'})"
"frozenset({'Q9NX24', 'P04156', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P54278', 'P04637'})"
"frozenset({'Q8NHQ1', 'P46087', 'AndrogenReceptor'})"
"frozenset({'Q15796', 'Q92828', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P62987', 'P18077'})"
"frozenset({'Q9UQ90', 'O15162', 'AndrogenReceptor'})"
"frozenset({'Q06609', 'AndrogenReceptor', 'P04155'})"
"frozenset({'P11177', 'AndrogenReceptor', 'Q14192'})"
"frozenset({'P14416', 'AndrogenReceptor', 'Q01959'})"
"frozenset({'Q07157', 'AndrogenReceptor', 'Q9BX67'})"
"frozenset({'P78527', 'P19838', 'AndrogenReceptor'})"
"frozenset({'P55072', 'Q5T9A4', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P38432', 'Q16594'})"
"frozenset({'AndrogenReceptor', 'Q9H7L9', 'Q92769'})"
"frozenset({'Q9H492', 'AndrogenReceptor', 'Q6DN90'})"
"frozenset({'AndrogenReceptor', 'Q01860', 'O76021'})"
"frozenset({'AndrogenReceptor', 'P31785', 'P40225'})"
"frozenset({'AndrogenReceptor', 'P22694', 'Q8NGF4'})"
"frozenset({'P09382', 'AndrogenReceptor', 'P09564'})"
"frozenset({'Q9H190', 'Q6P5R6', 'AndrogenReceptor'})"
